Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1968-69,22.0,MIL,NBA,PF,79.0,,27.9,3.5,7.8,0.45,1.2,2.0,0.587,,,10.2,1.7,,,3.3,8.1
1969-70,23.0,MIL,NBA,PF,82.0,,28.9,4.1,8.1,0.511,1.5,2.1,0.718,,,8.7,1.9,,,3.7,9.8
1970-71,24.0,MIL,NBA,PF,82.0,,29.6,5.0,9.7,0.512,1.7,2.6,0.662,,,7.2,2.8,,,3.5,11.7
1971-72,25.0,TOT,NBA,SF,82.0,,27.5,3.8,8.2,0.461,1.4,2.0,0.661,,,5.9,2.7,,,3.2,8.9
1971-72,25.0,MIL,NBA,SF,28.0,,26.3,3.5,7.1,0.49,1.5,2.1,0.707,,,5.8,2.3,,,3.3,8.4
1971-72,25.0,HOU,NBA,SF,54.0,,28.1,3.9,8.8,0.448,1.3,2.0,0.636,,,6.0,2.9,,,3.1,9.1
1972-73,26.0,TOT,NBA,"PG,SF",76.0,,21.2,3.1,6.4,0.482,1.0,1.7,0.586,,,5.0,1.6,,,2.9,7.1
1972-73,26.0,HOU,NBA,PG,4.0,,10.3,1.3,4.0,0.313,0.0,0.0,,,,2.0,1.3,,,2.0,2.5
1972-73,26.0,POR,NBA,SF,72.0,,21.8,3.2,6.5,0.488,1.0,1.8,0.586,,,5.2,1.6,,,2.9,7.4
1973-74,27.0,POR,NBA,SF,67.0,,13.1,1.5,3.4,0.434,0.7,1.2,0.608,1.0,1.9,2.8,1.2,0.6,0.1,1.9,3.7
1974-75,28.0,POR,NBA,SF,55.0,,9.4,1.3,2.7,0.486,0.6,0.9,0.667,0.5,1.1,1.6,0.5,0.4,0.1,1.7,3.2
1975-76,29.0,POR,NBA,SF,1.0,,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Career,,,NBA,,524.0,,23.4,3.3,6.9,0.482,1.2,1.8,0.646,0.8,1.5,6.2,1.8,0.5,0.1,3.0,7.8
,,,,,,,,,,,,,,,,,,,,,
4 seasons,,MIL,NBA,,271.0,,28.6,4.1,8.4,0.493,1.5,2.2,0.663,,,8.4,2.2,,,3.5,9.7
4 seasons,,POR,NBA,,195.0,,15.2,2.0,4.3,0.473,0.8,1.3,0.608,0.8,1.5,3.3,1.1,0.5,0.1,2.2,4.9
2 seasons,,HOU,NBA,,58.0,,26.9,3.7,8.4,0.444,1.2,1.9,0.636,,,5.7,2.8,,,3.0,8.7
